ticker,name,market,sector,sub_industry,market_cap_usd_b,source,company_type,turnaround_flag,universe_role,quality_risk_level,risk_flags,review_reason,recommended_next_action
HSY,The Hershey Company,US,Consumer Staples,Food Products,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
IBKR,Interactive Brokers Group Inc.,US,Financials,Capital Markets,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CBOE,Cboe Global Markets Inc.,US,Financials,Capital Markets,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PEG,Public Service Enterprise Group Incorporated,US,Utilities,Multi-Utilities,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CBRE,CBRE Group Inc.,US,Real Estate,Real Estate Management,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HIG,The Hartford Insurance Group Inc.,US,Financials,Insurance,37.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TKO,TKO Group Holdings Inc.,US,Communication Services,Entertainment,37.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
IRM,Iron Mountain Incorporated,US,Real Estate,Specialized REITs,36.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HUM,Humana Inc.,US,Health Care,Health Care Providers,36.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EQT,EQT Corporation,US,Energy,Oil Gas & Consumable Fuels,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PRU,Prudential Financial Inc.,US,Financials,Insurance,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HAL,Halliburton Company,US,Energy,Energy Equipment,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
JBL,Jabil Inc.,US,Information Technology,Electronic Components,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WEC,WEC Energy Group Inc.,US,Utilities,Multi-Utilities,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
SYY,Sysco Corporation,US,Consumer Staples,Consumer Staples Distribution,35.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PCG,PG&E Corporation,US,Utilities,Electric Utilities,34.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VMC,Vulcan Materials Company,US,Materials,Construction Materials,34.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CCL,Carnival Corporation & plc,US,Consumer Discretionary,Hotels Restaurants,34.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PAYX,Paychex Inc.,US,Industrials,Professional Services,33.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ROP,Roper Technologies Inc.,US,Information Technology,Software,33.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
MLM,Martin Marietta Materials Inc.,US,Materials,Construction Materials,33.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ACGL,Arch Capital Group Ltd.,US,Financials,Insurance,33.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
LVS,Las Vegas Sands Corp.,US,Consumer Discretionary,Hotels Restaurants,33.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KVUE,Kenvue Inc.,US,Consumer Staples,Household Products,32.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
STLD,Steel Dynamics Inc.,US,Materials,Metals & Mining,32.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WAT,Waters Corporation,US,Health Care,Life Sciences Tools,32.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ZTS,Zoetis Inc.,US,Health Care,Pharmaceuticals,32.0,SP500,,N,EXTENDED,MEDIUM,PHARMA_EVENT_RISK;HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CPRT,Copart Inc.,US,Industrials,Commercial Services,32.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AXON,Axon Enterprise Inc.,US,Industrials,Aerospace & Defense,32.0,SP500+NDX_DEC2024,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WDAY,Workday Inc.,US,Information Technology,Software,32.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KMB,Kimberly-Clark Corporation,US,Consumer Staples,Household Products,32.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
A,Agilent Technologies Inc.,US,Health Care,Life Sciences Tools,31.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CASY,Casey's General Stores Inc.,US,Consumer Staples,Consumer Staples Distribution,31.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HBAN,Huntington Bancshares Incorporated,US,Financials,Banks,31.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
Q,Qnity Electronics Inc.,US,Information Technology,Electronic Components,31.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VICI,VICI Properties Inc.,US,Real Estate,Specialized REITs,31.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EXR,Extra Space Storage Inc.,US,Real Estate,Specialized REITs,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
NTRS,Northern Trust Corporation,US,Financials,Capital Markets,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FISV,Fiserv Inc.,US,Financials,Financial Services,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
MTB,M&T Bank Corporation,US,Financials,Banks,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
RJF,Raymond James Financial Inc.,US,Financials,Capital Markets,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
UAL,United Airlines Holdings Inc.,US,Industrials,Passenger Airlines,30.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ATO,Atmos Energy Corporation,US,Utilities,Gas Utilities,29.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AEE,Ameren Corporation,US,Utilities,Multi-Utilities,29.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
RMD,ResMed Inc.,US,Health Care,Health Care Equipment,29.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DTE,DTE Energy Company,US,Utilities,Multi-Utilities,29.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EL,The Estée Lauder Companies Inc.,US,Consumer Staples,Personal Care Products,28.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
IQV,IQVIA Holdings Inc.,US,Health Care,Life Sciences Tools,28.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CNC,Centene Corporation,US,Health Care,Health Care Providers,28.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TDY,Teledyne Technologies Incorporated,US,Industrials,Aerospace & Defense,28.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DOV,Dover Corporation,US,Industrials,Machinery,28.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
BIIB,Biogen Inc.,US,Health Care,Biotechnology,28.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;TURNAROUND_RISK;HEALTHCARE_EVENT_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
GEHC,GE HealthCare Technologies Inc.,US,Health Care,Health Care Equipment,27.0,SP500+NDX,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VRSN,VeriSign Inc.,US,Information Technology,IT Services,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DOW,Dow Inc.,US,Materials,Chemicals,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KHC,The Kraft Heinz Company,US,Consumer Staples,Food Products,27.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FOXA,Fox Corporation Class A,US,Communication Services,Media,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FICO,Fair Isaac Corporation,US,Information Technology,Software,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
IR,Ingersoll Rand Inc.,US,Industrials,Machinery,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
OTIS,Otis Worldwide Corporation,US,Industrials,Machinery,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CNP,CenterPoint Energy Inc.,US,Utilities,Multi-Utilities,27.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WRB,W. R. Berkley Corporation,US,Financials,Insurance,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TPL,Texas Pacific Land Corporation,US,Energy,Oil Gas & Consumable Fuels,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TPR,Tapestry Inc.,US,Consumer Discretionary,Textiles & Apparel,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
NRG,NRG Energy Inc.,US,Utilities,Independent Power Producers,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EIX,Edison International,US,Utilities,Electric Utilities,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ROL,Rollins Inc.,US,Industrials,Commercial Services,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PPL,PPL Corporation,US,Utilities,Electric Utilities,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FOX,Fox Corporation Class B,US,Communication Services,Media,26.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CINF,Cincinnati Financial Corporation,US,Financials,Insurance,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AVB,AvalonBay Communities Inc.,US,Real Estate,Residential REITs,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CFG,Citizens Financial Group Inc.,US,Financials,Banks,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EXPE,Expedia Group Inc.,US,Consumer Discretionary,Hotels Restaurants,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
XYL,Xylem Inc.,US,Industrials,Machinery,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FE,FirstEnergy Corp.,US,Utilities,Electric Utilities,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ES,Eversource Energy,US,Utilities,Electric Utilities,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
STZ,Constellation Brands Inc.,US,Consumer Staples,Beverages,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EQR,Equity Residential,US,Real Estate,Residential REITs,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DXCM,DexCom Inc.,US,Health Care,Health Care Equipment,25.0,SP500+NDX,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FSLR,First Solar Inc.,US,Information Technology,Semiconductors,25.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HUBB,Hubbell Incorporated,US,Industrials,Electrical Equipment,24.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
JBHT,J.B. Hunt Transport Services Inc.,US,Industrials,Ground Transportation,24.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AWK,American Water Works Company Inc.,US,Utilities,Water Utilities,24.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CTSH,Cognizant Technology Solutions Corporation,US,Information Technology,IT Services,24.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WTW,Willis Towers Watson Public Limited Company,US,Financials,Insurance,24.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
BG,Bunge Global SA,US,Consumer Staples,Food Products,24.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
LYB,LyondellBasell Industries N.V.,US,Materials,Chemicals,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
SYF,Synchrony Financial,US,Financials,Consumer Finance,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
NTAP,NetApp Inc.,US,Information Technology,Technology Hardware,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EXE,Expand Energy Corporation,US,Energy,Oil Gas & Consumable Fuels,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TSN,Tyson Foods Inc.,US,Consumer Staples,Food Products,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DG,Dollar General Corporation,US,Consumer Staples,Consumer Staples Distribution,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PPG,PPG Industries Inc.,US,Materials,Chemicals,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
RF,Regions Financial Corporation,US,Financials,Banks,23.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CHD,Church & Dwight Co. Inc.,US,Consumer Staples,Household Products,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KEY,KeyCorp,US,Financials,Banks,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CPAY,Corpay Inc.,US,Financials,Financial Services,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VRSK,Verisk Analytics Inc.,US,Industrials,Professional Services,22.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FIS,Fidelity National Information Services Inc.,US,Financials,Financial Services,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
NI,NiSource Inc.,US,Utilities,Multi-Utilities,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CMS,CMS Energy Corporation,US,Utilities,Multi-Utilities,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
L,Loews Corporation,US,Financials,Insurance,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DRI,Darden Restaurants Inc.,US,Consumer Discretionary,Hotels Restaurants,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PFG,Principal Financial Group Inc.,US,Financials,Insurance,22.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TROW,T. Rowe Price Group Inc.,US,Financials,Capital Markets,21.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AKAM,Akamai Technologies Inc.,US,Information Technology,IT Services,21.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
MTD,Mettler-Toledo International Inc.,US,Health Care,Life Sciences Tools,21.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
SBAC,SBA Communications Corporation,US,Real Estate,Specialized REITs,21.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
