ticker,name,market,sector,sub_industry,market_cap_usd_b,source,company_type,turnaround_flag,universe_role,quality_risk_level,risk_flags,review_reason,recommended_next_action
017670.KS,SK텔레콤,KR,Communication Services,Wireless Telecommunication,15.7,KOSPI_TOP_ADR_AVAILABLE_FOREIGN_HIGH; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
030200.KS,KT,KR,Communication Services,Wireless Telecommunication,9.8,KOSPI_TOP_ADR_AVAILABLE_FOREIGN_HIGH; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
241560.KS,두산밥캣,KR,Industrials,Machinery,4.7,KOSPI_TOP; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
000720.KS,현대건설,KR,Industrials,Construction & Engineering,12.1,KOSPI_TOP_NUCLEAR; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
047810.KS,한국항공우주,KR,Industrials,Aerospace & Defense,11.8,KOSPI_TOP_DEFENSE_KAI; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
018260.KS,삼성SDS,KR,Information Technology,IT Services,11.1,KOSPI_TOP_SAMSUNG_IT; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
009830.KS,한화솔루션,KR,Materials,Chemicals,5.5,KOSPI_TOP_SOLAR; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
336260.KS,두산퓨얼셀,KR,Industrials,Electrical Equipment,4.7,KOSPI_TOP_FUELCELL; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
180640.KS,한진칼,KR,Industrials,Passenger Airlines,5.5,KOSPI_TOP; JUDAL_2026_05_26; holding_classification_v0_2,Holding,N,EXTENDED,MEDIUM,HOLDING_COMPANY,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
024110.KS,기업은행,KR,Financials,Banks,11.9,KOSPI_TOP_BANK; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
035720.KS,카카오,KR,Communication Services,Interactive Media,13.1,KOSPI_TOP_PLATFORM; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
088980.KS,맥쿼리인프라,KR,Utilities,Multi-Utilities,3.8,KOSPI_INFRA_REIT; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
000100.KS,유한양행,KR,Health Care,Pharmaceuticals,4.9,KOSPI_PHARMA; JUDAL_2026_05_26,,N,HIGH_RISK_REVIEW,HIGH,PHARMA_EVENT_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,PHARMA_EVENT_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; pharmaceutical row below 10B metadata threshold,REVIEW_BEFORE_SCORING
004020.KS,현대제철,KR,Materials,Metals & Mining,4.0,KOSPI_STEEL; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
032640.KS,LG유플러스,KR,Communication Services,Wireless Telecommunication,4.8,KOSPI_TELECOM; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
139480.KS,이마트,KR,Consumer Staples,Consumer Staples Distribution,1.8,KOSPI_RETAIL; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
251270.KS,넷마블,KR,Communication Services,Entertainment,2.5,KOSPI_GAME; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
004990.KS,롯데지주,KR,Consumer Discretionary,Multi-line Retail,1.9,KOSPI_HOLDING; JUDAL_2026_05_26; holding_classification_v0_2,Holding,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK;HOLDING_COMPANY,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
005830.KS,DB손해보험,KR,Financials,Insurance,7.0,KOSPI_INSURANCE; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
001440.KS,대한전선,KR,Industrials,Electrical Equipment,7.5,KOSPI_TRANSFORMER; JUDAL_2026_05_26,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
009450.KS,경동나비엔,KR,Industrials,Building Products,0.7,KOSPI_HVAC; JUDAL_2026_05_26; ticker_corrected_from_267290_to_009450_v0_2; USER_APPROVED_TICKER_CORRECTION_20260526,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
018880.KS,한온시스템,KR,Consumer Discretionary,Automobile Components,3.8,KOSPI_AUTO_PARTS; JUDAL_2026_05_26,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK,SMALL_CAP_KOREA; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
078930.KS,GS,KR,Industrials,Industrial Conglomerates,5.1,KOSPI_HOLDING; JUDAL_2026_05_26; holding_classification_v0_2,Holding,N,EXTENDED,MEDIUM,HOLDING_COMPANY,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
128940.KS,한미약품,KR,Health Care,Pharmaceuticals,4.3,KOSPI_PHARMA; JUDAL_2026_05_26,,N,HIGH_RISK_REVIEW,HIGH,PHARMA_EVENT_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,PHARMA_EVENT_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; pharmaceutical row below 10B metadata threshold,REVIEW_BEFORE_SCORING
CPNG,Coupang Inc.,US,Consumer Discretionary,Broadline Retail,38,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PKX,POSCO Holdings Inc. ADR,US,Materials,Metals & Mining,23,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KB,KB Financial Group Inc. ADR,US,Financials,Banks,21,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
LPL,LG Display Co. Ltd. ADR,US,Information Technology,Electronic Components,3,US_ADR_KR_COMPANY,,N,DISCOVERY_ONLY,HIGH,SMALL_CAP_RISK;ADR_FOREIGN_LISTING,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; market cap metadata below core threshold,DISCOVERY_ONLY
SHG,Shinhan Financial Group Co. Ltd. ADR,US,Financials,Banks,18,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,ADR_LISTING_RISK; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KEP,Korea Electric Power Corp. ADR,US,Utilities,Electric Utilities,7,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
SKM,SK Telecom Co. Ltd. ADR,US,Communication Services,Wireless Telecommunication,7,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
WF,Woori Financial Group Inc. ADR,US,Financials,Banks,6,US_ADR_KR_COMPANY,,N,EXTENDED,MEDIUM,ADR_FOREIGN_LISTING,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; sub-10B row retained outside core classification,KEEP_EXTENDED
247540.KQ,에코프로비엠,KR,Materials,Chemicals,15.4,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
086520.KQ,에코프로,KR,Industrials,Industrial Conglomerates,14.3,JUDAL_2026_05_26; KOSDAQ_TOP15; holding_classification_v0_2,Holding,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;HOLDING_COMPANY;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
196170.KQ,알테오젠,KR,Health Care,Biotechnology,14.0,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
277810.KQ,레인보우로보틱스,KR,Industrials,Machinery,10.7,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
036930.KQ,주성엔지니어링,KR,Information Technology,Semiconductor Equipment,7.8,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
950160.KQ,코오롱티슈진,KR,Health Care,Biotechnology,6.6,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
000250.KQ,삼천당제약,KR,Health Care,Pharmaceuticals,6.1,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,PHARMA_EVENT_RISK;KOSDAQ_TOP15_RISK;HEALTHCARE_EVENT_RISK,PHARMA_EVENT_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
058470.KQ,리노공업,KR,Information Technology,Semiconductor Equipment,6.0,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
028300.KQ,HLB,KR,Health Care,Biotechnology,5.0,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
039030.KQ,이오테크닉스,KR,Information Technology,Semiconductor Equipment,4.8,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
298380.KQ,에이비엘바이오,KR,Health Care,Biotechnology,4.7,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
087010.KQ,펩트론,KR,Health Care,Biotechnology,4.5,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
240810.KQ,원익IPS,KR,Information Technology,Semiconductor Equipment,4.3,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
440110.KQ,파두,KR,Information Technology,Semiconductors,4.2,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_TOP15_RISK; SECTOR_VOLATILITY; METADATA_ONLY_AUDIT; KOSDAQ top15 sector-volatility marker prevents core classification,REVIEW_BEFORE_SCORING
141080.KQ,리가켐바이오,KR,Health Care,Biotechnology,4.1,JUDAL_2026_05_26; KOSDAQ_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_TOP15_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_TOP15_RISK; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
222800.KQ,심텍,KR,Information Technology,Electronic Components,3.6,JUDAL_2026_05_26; KOSDAQ_THEME_AI_TOP,,N,DISCOVERY_ONLY,HIGH,KOSDAQ_THEME_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_THEME_SLOT; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; theme-slot row retained for discovery monitoring only,DISCOVERY_ONLY
108490.KQ,로보티즈,KR,Industrials,Machinery,3.3,JUDAL_2026_05_26; KOSDAQ_THEME_ROBOTICS_TOP,,N,DISCOVERY_ONLY,HIGH,KOSDAQ_THEME_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_THEME_SLOT; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; theme-slot row retained for discovery monitoring only,DISCOVERY_ONLY
310210.KQ,보로노이,KR,Health Care,Biotechnology,3.6,JUDAL_2026_05_26; KOSDAQ_THEME_BIO_TOP_EX_TOP15,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;KOSDAQ_THEME_RISK;SMALL_CAP_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; KOSDAQ_THEME_SLOT; METADATA_ONLY_AUDIT; KOSDAQ healthcare row requires event-risk review,REVIEW_BEFORE_SCORING
095340.KQ,ISC,KR,Information Technology,Semiconductor Equipment,3.6,JUDAL_2026_05_26; KOSDAQ_THEME_SEMICON_EQUIPMENT_TOP_EX_TOP15,,N,DISCOVERY_ONLY,HIGH,KOSDAQ_THEME_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_THEME_SLOT; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; theme-slot row retained for discovery monitoring only,DISCOVERY_ONLY
178320.KQ,서진시스템,KR,Industrials,Electrical Equipment,3.6,JUDAL_2026_05_26; KOSDAQ_THEME_BATTERY_TOP_EX_TOP15,,N,DISCOVERY_ONLY,HIGH,KOSDAQ_THEME_RISK;SMALL_CAP_RISK;SECTOR_VOLATILITY,KOSDAQ_THEME_SLOT; MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; theme-slot row retained for discovery monitoring only,DISCOVERY_ONLY
